10-23-2020,Manhattan,New York,36061,78,78
10-23-2020,Queens,New York,36081,162,162
10-23-2020,Staten Island,New York,36085,48,48
05-31-2020,Bronx,New York,36005,30,30
05-31-2020,Brooklyn,New York,36047,84,84
05-31-2020,Manhattan,New York,36061,25,25
05-31-2020,Queens,New York,36081,79,79
05-31-2020,Staten Island,New York,36085,12,12
01-02-2021,Bronx,New York,36005,711,711
01-02-2021,Brooklyn,New York,36047,1085,1085
01-02-2021,Manhattan,New York,36061,510,510
01-02-2021,Queens,New York,36081,1318,1318
01-02-2021,Staten Island,New York,36085,506,506
10-09-2020,Bronx,New York,36005,92,92
10-09-2020,Brooklyn,New York,36047,183,183
10-09-2020,Manhattan,New York,36061,74,74
10-09-2020,Queens,New York,36081,146,146
10-09-2020,Staten Island,New York,36085,30,30
06-16-2020,Bronx,New York,36005,80,80
06-16-2020,Brooklyn,New York,36047,133,133
06-16-2020,Manhattan,New York,36061,67,67
06-16-2020,Queens,New York,36081,120,120
06-16-2020,Staten Island,New York,36085,20,20
08-01-2020,Bronx,New York,36005,37,37
08-01-2020,Brooklyn,New York,36047,58,58
08-01-2020,Manhattan,New York,36061,33,33
08-01-2020,Queens,New York,36081,54,54
08-01-2020,Staten Island,New York,36085,7,7
08-26-2020,Bronx,New York,36005,64,64
08-26-2020,Brooklyn,New York,36047,116,116
08-26-2020,Manhattan,New York,36061,51,51
08-26-2020,Queens,New York,36081,66,66
08-26-2020,Staten Island,New York,36085,16,16
10-14-2020,Bronx,New York,36005,89,89
10-14-2020,Brooklyn,New York,36047,211,211
10-14-2020,Manhattan,New York,36061,84,84
10-14-2020,Queens,New York,36081,160,160
10-14-2020,Staten Island,New York,36085,33,33
04-02-2020,Bronx,New York,36005,1291,1291
04-02-2020,Brooklyn,New York,36047,1613,1613
04-02-2020,Manhattan,New York,36061,652,652
04-02-2020,Queens,New York,36081,1822,1822
04-02-2020,Staten Island,New York,36085,369,369
05-15-2020,Bronx,New York,36005,180,180
05-15-2020,Brooklyn,New York,36047,259,259
05-15-2020,Manhattan,New York,36061,135,135
05-15-2020,Queens,New York,36081,266,266
05-15-2020,Staten Island,New York,36085,33,33
09-07-2020,Bronx,New York,36005,32,32
09-07-2020,Brooklyn,New York,36047,74,74
09-07-2020,Manhattan,New York,36061,41,41
09-07-2020,Queens,New York,36081,52,52
09-07-2020,Staten Island,New York,36085,19,19
03-25-2020,Bronx,New York,36005,1068,1068
03-25-2020,Brooklyn,New York,36047,1254,1254
03-25-2020,Manhattan,New York,36061,587,587
03-25-2020,Queens,New York,36081,1572,1572
03-25-2020,Staten Island,New York,36085,394,394
05-06-2020,Bronx,New York,36005,279,279
05-06-2020,Brooklyn,New York,36047,450,450
05-06-2020,Manhattan,New York,36061,165,165
05-06-2020,Queens,New York,36081,444,444
05-06-2020,Staten Island,New York,36085,60,60
06-24-2020,Bronx,New York,36005,90,90
06-24-2020,Brooklyn,New York,36047,101,101
06-24-2020,Manhattan,New York,36061,73,73
06-24-2020,Queens,New York,36081,103,103
06-24-2020,Staten Island,New York,36085,14,14
07-15-2020,Bronx,New York,36005,107,107
07-15-2020,Brooklyn,New York,36047,149,149
07-15-2020,Manhattan,New York,36061,70,70
07-15-2020,Queens,New York,36081,91,91
07-15-2020,Staten Island,New York,36085,22,22
04-15-2020,Bronx,New York,36005,1069,1069
04-15-2020,Brooklyn,New York,36047,882,882
04-15-2020,Manhattan,New York,36061,429,429
04-15-2020,Queens,New York,36081,1180,1180
